name,diversity,genre_compate,euclidean_similarity,cosine_similarity,cluster_method_name,distance_method_name
KMeans_PCA_3,0.15154951274802156,0.2,0.19352817004467623,0.5031540384991349,calculate_mean,euclidean
KMeans_PCA_3,0.20304618645909922,0.0,0.1971884528115288,0.543182026838899,calculate_mean,cosine
KMeans_PCA_3,0.019439993662464794,0.2,0.20378751252790342,0.5584203406432572,calculate_mean,manhattan
KMeans_PCA_3,0.15154951274802156,0.2,0.19352817004467623,0.5031540384991349,calculate_nearest,euclidean
KMeans_PCA_3,0.20304618645909922,0.0,0.1971884528115288,0.543182026838899,calculate_nearest,cosine
KMeans_PCA_3,0.019439993662464794,0.2,0.20378751252790342,0.5584203406432572,calculate_nearest,manhattan
KMeans_PCA_3,0.034709972423110434,0.0,0.20244633709716456,0.546483400140717,calculate_farthest,euclidean
KMeans_PCA_3,0.07850879925948533,0.4,0.19726844787643336,0.5588310905851926,calculate_farthest,cosine
KMeans_PCA_3,0.030438150962842626,0.2,0.20376450264117246,0.5582181944356115,calculate_farthest,manhattan
GMM_PCA_2,0.15154951274802156,0.2,0.19352817004467623,0.5031540384991349,calculate_mean,euclidean
GMM_PCA_2,0.2639364213678109,0.0,0.193598024112426,0.5475827121415022,calculate_mean,cosine
GMM_PCA_2,0.019439993662464794,0.2,0.20378751252790342,0.5584203406432572,calculate_mean,manhattan
GMM_PCA_2,0.15154951274802156,0.2,0.19352817004467623,0.5031540384991349,calculate_nearest,euclidean
GMM_PCA_2,0.2639364213678109,0.0,0.193598024112426,0.5475827121415022,calculate_nearest,cosine
GMM_PCA_2,0.019439993662464794,0.2,0.20378751252790342,0.5584203406432572,calculate_nearest,manhattan
GMM_PCA_2,0.15154951274802156,0.2,0.19352817004467623,0.5031540384991349,calculate_farthest,euclidean
GMM_PCA_2,0.2639364213678109,0.0,0.193598024112426,0.5475827121415022,calculate_farthest,cosine
GMM_PCA_2,0.019439993662464794,0.2,0.20378751252790342,0.5584203406432572,calculate_farthest,manhattan
GMM_ICA_3,0.005368172547522044,0.2,0.9544425321697441,0.5645191827992184,calculate_mean,euclidean
GMM_ICA_3,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_mean,cosine
GMM_ICA_3,0.00599438411381431,0.1,0.9546307314451429,0.5683518482211333,calculate_mean,manhattan
GMM_ICA_3,0.005368172547522044,0.2,0.9544425321697441,0.5645191827992184,calculate_nearest,euclidean
GMM_ICA_3,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_nearest,cosine
GMM_ICA_3,0.00599438411381431,0.1,0.9546307314451429,0.5683518482211333,calculate_nearest,manhattan
GMM_ICA_3,0.00967071686191613,0.4,0.9538343707241328,0.5720826065549397,calculate_farthest,euclidean
GMM_ICA_3,0.011834725319639415,0.1,0.9461888831328495,0.5640856375681852,calculate_farthest,cosine
GMM_ICA_3,0.00915518980872585,0.4,0.949430917068731,0.5174138807970047,calculate_farthest,manhattan
GMM_ICA_9,0.005354082566147117,0.2,0.9543760985795614,0.5623416668845759,calculate_mean,euclidean
GMM_ICA_9,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_mean,cosine
GMM_ICA_9,0.005774442645786344,0.1,0.9550582723279516,0.5714687205934899,calculate_mean,manhattan
GMM_ICA_9,0.005354082566147117,0.2,0.9543760985795614,0.5623416668845759,calculate_nearest,euclidean
GMM_ICA_9,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_nearest,cosine
GMM_ICA_9,0.005774442645786344,0.1,0.9550582723279516,0.5714687205934899,calculate_nearest,manhattan
GMM_ICA_9,0.005354082566147117,0.2,0.9543760985795614,0.5623416668845759,calculate_farthest,euclidean
GMM_ICA_9,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_farthest,cosine
GMM_ICA_9,0.005774442645786344,0.1,0.9550582723279516,0.5714687205934899,calculate_farthest,manhattan
KMeans_ICA_5,0.005354082566147117,0.2,0.9543760985795614,0.5623416668845759,calculate_mean,euclidean
KMeans_ICA_5,0.008425713579714928,0.1,0.9527225802932353,0.5895013289299879,calculate_mean,cosine
KMeans_ICA_5,0.005774442645786344,0.1,0.9550582723279516,0.5714687205934899,calculate_mean,manhattan
KMeans_ICA_5,0.005354082566147117,0.2,0.9543760985795614,0.5623416668845759,calculate_nearest,euclidean
